Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location
Washington Park,40,Multifamily,St. Edmund's Commons,110 E. 60th St.,60637,773-420-3328,St. Edmund's Redevelopment Corp.,54,1178315.994,1865303.085,41.78570095,-87.6217485,"(41.7857009548, -87.6217485015)"
Washington Park,40,Senior HUD 202,St. Edmund's Corners,5556 S. Michigan Ave.,60637,773-667-7583,St. Edmund's Redevelopment Corp.,53,1178070.443,1867951.677,41.79297452,-87.62256852,"(41.7929745219, -87.6225685185)"
Washington Park,40,Senior,TRC Senior Village I,346 E. 53rd St.,60615,773-924-9270,The Renaissance Collaborative,35,1179447.49,1869994.898,41.79854996,-87.61745669,"(41.7985499558, -87.6174566934)"
West Englewood,67,Multifamily,Clara Temple Hampton Residence,1656 W. 63rd St.,60636,773-778-2884,West Englewood Dev. Org.,71,1166121.345,1862956.686,41.77953039,-87.66652651,"(41.779530386, -87.6665265092)"
West Englewood,67,Multifamily,Clara's Village,2115 W. 63rd St,60636,773-434-4929,Interfaith Housing Corp.,13,1163257.203,1862800.707,41.77916282,-87.6770312,"(41.7791628235, -87.6770311971)"
West Garfield Park,27,Supportive Housing,The Rebecca Johnson Apartments,2822 W. Jackson Blvd.,60612,773-638-6393,Deborah's Place Ltd.,52,1157527.975,1898606.336,41.87753589,-87.69706305,"(41.8775358858, -87.6970630483)"
West Lawn,65,Seniors,Senior Suites of Midway Village,6800 S. Keating Ave.,60629,888-339-2315,Senior Lifestyle Corp.,89,1145974.074,1859144.924,41.76947523,-87.74048606,"(41.7694752347, -87.740486055)"
West Pullman ,53,Supportive Housing,Hancock House,12045 S. Emerald Ave.,60628,773-568-3000,Source Works Development,90,1173523.536,1824810.063,41.67469008,-87.64051484,"(41.6746900779, -87.6405148423)"
West Pullman ,53,Senior,All Saints Senior Residence,11701 S. State St.,60628,312-655-7440,Catholic Charities Housing Devp.,42,1178389.496,1827364.136,41.6815901,-87.62262763,"(41.6815900986, -87.6226276337)"
West Ridge,2,Senior,G & A Senior Residences at Ravenswood,1818 W. Peterson Ave.,60660,773-381-7400,Eastgate Village Senior Corp.,89,1162949.472,1939941.189,41.99084916,-87.67599309,"(41.9908491577, -87.6759930884)"
West Ridge,2,Senior,West Ridge Senior Apartments,6142 N. California Ave.,60659,773-381-7400,West Ridge Senior Corp.,117,1156512.51,1940837.411,41.99344157,-87.69964542,"(41.9934415657, -87.6996454249)"
West Ridge,2,Senior,Lincoln Village Senior Apartments,6057 N. Lincoln Ave.,60659,773-338-5900,Perlmark Realty Management,99,1153825.547,1940243.379,41.99186565,-87.70954508,"(41.9918656495, -87.7095450826)"
West Ridge,2,ARO,"5822 North Western, LLC",5822 N. Western Ave.,60659,773-572-2755,Chicago Apartment Finders,2,1159227.225,1938700.509,41.98752226,-87.68971871,"(41.9875222634, -87.6897187055)"
West Town,24,Supportive Housing,Wicker Park Renaissance,1527-31 N. Wicker Park Ave.,60622,773-278-8602,"RRG Development, Inc.",102,1162934.319,1910028.946,41.90876874,-87.67689152,"(41.9087687359, -87.6768915182)"
West Town,24,Multifamily,Paseo Boricua Apartments,1154 N. Campbell St.,60622,312-602-6500,Hispanic Housing Dev. Corp.,61,1159482.293,1907856.105,41.90287808,-87.68963252,"(41.902878079, -87.6896325219)"
West Town,24,Multifamily,La Estancia,2753 W. Division St.,60622,773-227-6332,Bickerdike Redevelopment Corp.,59,1157605.979,1907820.481,41.90281875,-87.69652556,"(41.902818751, -87.6965255554)"
West Town,24,Multifamily,North and Talman Family Apts.,2654 W. North Ave.,60647,773-486-7410,Hispanic Housing Dev. Corp.,30,1158184.401,1910570.961,41.91035449,-87.69432564,"(41.9103544922, -87.6943256397)"
West Town,24,Senior,North & Talman Elderly Apts.,1600 N. Talman Ave.,60647,773-486-7410,Hispanic Housing Dev. Corp.,24,1158416.973,1910568.81,41.91034383,-87.69347132,"(41.9103438337, -87.6934713169)"
West Town,24,Multifamily,Boulevard Court Family Housing,1723-33 N. Humboldt Blvd.,60647,773-486-7410,Hispanic Housing Dev. Corp.,52,1156143.31,1911450.19,41.91280865,-87.70180006,"(41.9128086528, -87.701800063)"
West Town ,24,Multifamily,North & Talman Phase III,2656 W. North Ave.,60647,773-602-2888,Hispanic Housing Dev. Corp.,18,1158163.07,1910570.521,41.91035372,-87.69440401,"(41.9103537221, -87.694404013)"
West Town,24,Multifamily,Borinquen Bella Apartments,"1414,1451 N. Washtenaw Ave.",60622,"773-276-5338, ext. 225",LUCHA,23,1158113.714,1909378.978,41.90708504,-87.69461792,"(41.9070850396, -87.6946179242)"
West Town,24,Multifamily,Borinquen Bella Apartments,"1318,1456 N. Rockwell Ave.",60622,"773-276-5338, ext. 225",LUCHA,24,1158786.704,1908791.071,41.905458,-87.69216188,"(41.905457998, -87.6921618816)"
West Town,24,ARO,1611 West Division,1611 W. Division St.,60622,773-661-5500,M. Fishman & Co.,10,1165376.188,1908029.505,41.9032305,-87.66797825,"(41.9032305014, -87.667978248)"
Woodlawn,42,Multifamily,Woodlawn-Michigan Development,6446 S. Kenwood Ave.,60637,312-226-2200,Wolcott Real Property LLC,33,1186141.366,1862376.561,41.77748903,-87.59314971,"(41.7774890264, -87.5931497136)"
Woodlawn,42,Multifamily,Eddie Mae & Alex Johnson Apartments,6230 S. Dorchester Ave.,60637,773-288-4202,Woodlawn East Community,84,1186573.262,1863816.865,41.78143113,-87.59152085,"(41.7814311307, -87.5915208532)"
Woodlawn,42,Multifamily,Renaissance Apartments,6200 S. University Ave.,60637,773-752-9400,AIMCO,64,1184799.335,1864093.117,41.782231,-87.59801573,"(41.7822309985, -87.598015727)"
Woodlawn,42,Multifamily,WECAN,6450 S. Stony Island Ave.,60637,773-288-3000,WECAN,117,1187957.596,1862318.637,41.77728699,-87.58649335,"(41.7772869881, -87.5864933515)"
Woodlawn,42,Multifamily,65th Street Apartments,6600 S. Greenwood Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",42,1184316.038,1861429.077,41.77493196,-87.59987091,"(41.7749319632, -87.5998709117)"
Woodlawn,42,Multifamily,65th Street Apartments,6522 S. Ingleside Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",18,1183642.029,1861850.344,41.77610371,-87.60232857,"(41.7761037074, -87.6023285746)"
Woodlawn,42,Multifamily,65th Street Apartments,6400 S. Maryland Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",15,1182961.608,1862758.255,41.77861094,-87.60479472,"(41.7786109444, -87.6047947203)"
Woodlawn,42,Multifamily,65th Street Apartments,848-58 E. 65th St.,60637,773-684-2056,"Urban Property Advisors, LLC",6,1183196.24,1862140.115,41.77690925,-87.60395378,"(41.7769092523, -87.603953777)"
Woodlawn,42,Multifamily,65th Street Apartments,817 E. 64th St.,60637,773-684-2056,"Urban Property Advisors, LLC",6,1182886.226,1862714.794,41.77849343,-87.60507242,"(41.7784934339, -87.6050724236)"
Woodlawn,42,Multifamily,Dorchester Apartments,1410 E. 62nd St.,60637,773-572-5500,The Thresholds,67,1186722.404,1864209.572,41.78250522,-87.59096164,"(41.7825052194, -87.5909616433)"
Woodlawn,42,Senior,Butler Apartments,6146 S. Kenwood Ave.,60637,773-955-9290,Woodlawn Comm. Dev. Corp.,17,1186094.259,1864312.843,41.78280346,-87.59326131,"(41.7828034603, -87.5932613147)"
Woodlawn ,42,Multifamily,The Grant at Woodlawn Pk Phase I,6227-29 S. Cottage Grove Ave.,60637,312-283-0030,Preservation Housing Management LLC,67,1182676.847,1863775.147,41.781408,-87.60580712,"(41.7814080037, -87.6058071228)"
Woodlawn,42,Multifamily,The Grant at Woodlawn Pk Phase II,6129 S. Cottage Grove Ave.,60637,312-283-0030,Preservation Housing Management LLC,33,1182661.471,1864419.23,41.78317579,-87.60584352,"(41.7831757851, -87.6058435155)"
Uptown,3,Multifamily,Malden Arms Apts.,4727 N. Malden St.,60640,773-334-2164,Mercy Housing,41,1166646.838,1931640.345,-87.66263241,41.96799271,"(-87.6626324087, 41.967992713)"
Edgewater,77,Multifamily,Winthrop Apts.,6214 N. Winthrop Ave.,60660,773-477-7070 ,Hunter Properties,108,1167688.709,1941496.368,-87.65851604,41.99501546,"(-87.6585160357, 41.9950154576)"
Douglas,35,Multifamily,Park Boulevard IIA,17 W. 36th St.,60609,773-548-8792,"Urban Property Advisors, LLC",36,1176708.767,1881091.479,-87.62716568,41.82906211,"(-87.6271656778, 41.8290621083)"
Near West Side,28,Multifamily,St. Andrew's Court,50 N. Hoyne Ave.,60612,312-226-7620,St. Andrew's Court LP,15,1162359.526,1900563.445,-87.67926811,41.8828067,"(-87.6792681084, 41.8828067022)"
Chicago Lawn,66,Senior,Churchview Supportive Assisted Living,2626 W. 63rd St.,60629,773-471-4444,Greater Southwest Dev. Corp.,86,1159807.028,1862817.69,-87.68967949,41.77928099,"(-87.6896794864, 41.7792809902)"
Chatham,44,Supportive Housing,Karibuni Place,8200 S. Ellis Ave.,60619,773-873-0708,Heartland Housing,72,1184284.153,1850796.894,-87.60031991,41.74575696,"(-87.6003199107, 41.7457569581)"
Near West Side,28,Multifamily,Roosevelt Square Phase I /ABLA Rental,1222 W. Roosevelt Road,60607,312-948-0116,Related Management Co. LP,105,1168285.133,1894881.985,-87.65767338,41.86709035,"(-87.6576733813, 41.8670903488)"
Avalon Park,45,Senior,Montclare Senior Residences of Avalon Park,1200 E. 78th St.,60619,773-933-9000,Montclare Senior Residences,102,1185587.742,1853564.459,-87.5954564,41.75332086,"(-87.5954564009, 41.7533208609)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,526 N. St. Louis Ave.,60624,773-227-6332,Bickerdike Apts.,12,1152910.964,1903460.212,-87.71388693,41.8909481,"(-87.7138869273, 41.8909480951)"
Near North Side,8,Multfamily,Parkside of Old Town IIB,1151 N. Cleveland Ave.,60622,312-944-8500,Holsten Real Estate Dev. Corp.,12,1172709.408,1907999.787,-87.64104289,41.90298972,"(-87.6410428925, 41.902989721)"
Hyde Park,41,Multifamily,Hyde Park Apts.,5330 S. Harper Ave.,60615,773-955-2610,"DRE, Inc.",36,1187148.234,1870068.251,-87.58921454,41.79857178,"(-87.5892145402, 41.7985717841)"
Oakland,36,Multifamily,Lakefront Phase II,1106 E. 42nd Pl,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184320.237,1877174.699,-87.59936268,41.81813912,"(-87.5993626833, 41.8181391197)"
Woodlawn,42,Multifamily,65th Street Apts.,6600 S. Greenwood Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",42,1184316.038,1861429.077,-87.59987091,41.77493196,"(-87.5998709117, 41.7749319632)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,614 N. Spaulding Ave.,60624,773-227-6332,Bickerdike Apts.,6,1154224.542,1903987.92,-87.70904868,41.89237005,"(-87.7090486845, 41.8923700513)"
West Town ,24,Multifamily,North & Talman Phase III,2656 W. North Ave.,60647,773-602-2888,Hispanic Housing Dev. Corp.,18,1158163.07,1910570.521,-87.69440401,41.91035372,"(-87.694404013, 41.9103537221)"
Logan Square,22,ARO,Noca Blu,2328-48 N. California Ave.,60647,707-483-8708,Pinnacle Living,14,1157275.918,1915411.868,-87.69753123,41.92365685,"(-87.6975312257, 41.9236568473)"
Douglas,35,Senior,Pioneer Gardens Supportive Living,3800 S. King Dr.,60653,773-420-4100,Pioneer Gardens Senior Housing,120,1179441.358,1879836.399,-87.61717842,41.825556,"(-87.6171784181, 41.8255559976)"
Grand Boulevard,38,Multifamily,Legends South - Coleman Place,223 E. 41st St.,60653,773-268-0202,Interstate Realty Management Co.,118,1178573.52,1877831.629,-87.6204233,41.82007455,"(-87.6204232972, 41.820074554)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,521 N. St. Louis Ave.,60624,773-227-6332,Bickerdike Apts.,6,1152991.429,1903446.155,-87.71359179,41.89090793,"(-87.7135917923, 41.8909079269)"
Albany Park,14,Senior,Darul Amaan Senior Living,4814-58 N. Kedzie Ave.,60625,773-463-3004,East Lake Management & Development Corp.,56,1154133.125,1931889.16,-87.70863783,41.96893506,"(-87.7086378257, 41.9689350644)"
Lakeview ,6,ARO,Clarkview Apts.,3228 N. Clark St.,60657,773-562-6149,Glascott Realty,2,1169778.211,1921699.272,-87.65140951,41.94064621,"(-87.6514095081, 41.9406462133)"
Edgewater,77,Multifamily,Bell Shore Apts.,1062 W. Bryn Mawr Ave.,60660,773-334-5407,Holsten Management Corp.,105,1167941.813,1937401.257,-87.65770384,41.9837729,"(-87.6577038394, 41.9837729037)"
West Garfield Park,26,Senior,Midwest Apts.,6 N. Hamlin Blvd.,60624,773-265-0323,Holsten Management Corp.,276,1151025.526,1899809.62,-87.72090693,41.88096762,"(-87.7209069325, 41.8809676236)"
Hyde Park,41,ARO,Vue53,1330 E. 53rd St.,60615,773-355-4972,Peak Campus,27,1185905.32,1870431.452,-87.59376104,41.79959787,"(-87.5937610369, 41.7995978694)"
Austin,25,Multifamily,Rebecca Walker Complex,223-9 S. Central Ave.,60644,773-261-1550,Affordable Property Management Specialist,12,1139130.076,1898499.873,-87.76461864,41.87759814,"(-87.7646186402, 41.8775981392)"
Humboldt Park,23,Senior,LUCHA Affordable Units,3541 W. North Ave.,60647,312-276-5338,LUCHA,69,1152271.525,1910359.241,-87.71605298,41.90989234,"(-87.7160529794, 41.9098923382)"
Humboldt Park,23,Multifamily,La Estancia,3220 W. Division St.,60651,773-227-6332,Bickerdike Apts.,18,1154584.663,1907840.061,-87.70762292,41.90293349,"(-87.7076229238, 41.9029334898)"
Roseland,49,Inter-generational,Roseland Village Grand-Family Apts.,63 E. 104th St.,60628,773-468-1901,Mercy Housing,10,1178767.713,1835996.433,-87.62098184,41.70526978,"(-87.6209818377, 41.7052697846)"
Humboldt Park,23,Multifamily,La Estancia,3248 W. Division St.,60651,773-227-6332,Bickerdike Apts.,9,1154314.32,1907834.526,-87.7086161,41.90292371,"(-87.7086160992, 41.902923708)"
East Garfield Park,27,Multifamily,Liberty Square Apts.,705-23 S. Independence Ave.,60624,773-538-3800,Bonheur Realty Services Corp.,66,1151407.461,1896705.24,-87.71958599,41.87244138,"(-87.7195859945, 41.8724413776)"
Austin,25,Supportive Housing,Menard Apartments,334 N. Menard Ave.,60644,773-572-5272,The Thresholds,57,1137606.415,1901816.665,-87.77013329,41.88672742,"(-87.7701332901, 41.8867274207)"
Lower West Side,31,Multifamily,Casa Tabasco ,2014 S. Racine Ave.,60608,312-850-1935,The Resurrection Project,45,1168646.297,1890365.991,-87.65647821,41.85469028,"(-87.6564782084, 41.8546902787)"
West Ridge,2,Senior,West Ridge Senior Apts.,6142 N. California Ave.,60659,773-381-7400,West Ridge Senior Corp.,117,1156512.51,1940837.411,-87.69964542,41.99344157,"(-87.6996454249, 41.9934415657)"
Lower West Side,31,Multifamily,Casa Oaxaca,1714 W. 19th St.,60608,312-666-1323,The Resurrection Project,25,1165132.943,1890827.827,-87.66936057,41.85603287,"(-87.6693605655, 41.8560328733)"
North Lawndale,29,Multifamily,Park Douglas,1260 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,1,1158196.48,1893944.253,-87.69473582,41.86472904,"(-87.6947358195, 41.8647290398)"
West Town,24,ARO,East Village Lofts,1100 N. Ashland Ave.,60622,773-218-7500,Wicker Park Apartments Inc.,1,1165486.105,1907421.224,-87.66759184,41.901559,"(-87.667591842, 41.9015589973)"
Roseland,49,Senior,Victory Center of Roseland,10450 S. Michigan Ave.,60628,773-468-6400,Pathway Senior Living ,81,1178829.401,1835494.405,-87.62077116,41.70389075,"(-87.6207711553, 41.7038907515)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,3341 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,16,1153814.924,1903755.65,-87.71055924,41.89174085,"(-87.7105592395, 41.8917408493)"
Woodlawn,42,Multifamily,Woodlawn-Michigan Development,6446 S. Kenwood Ave.,60637,312-226-2200,Wolcott Real Property LLC,33,1186141.366,1862376.561,-87.59314971,41.77748903,"(-87.5931497136, 41.7774890264)"
Woodlawn,42,Multifamily,65th Street Apts.,817 E. 64th St.,60637,773-684-2056,"Urban Property Advisors, LLC",6,1182886.226,1862714.794,-87.60507242,41.77849343,"(-87.6050724236, 41.7784934339)"
West Town,24,Multifamily,Borinquen Bella Apts.,"1414,1451 N. Washtenaw Ave.",60622,773-276-5338,LUCHA,23,1158113.714,1909378.978,-87.69461792,41.90708504,"(-87.6946179242, 41.9070850396)"
Near West Side,28,Multifamily,Near West Side Apts.,216 S. Hoyne Ave.,60612,312-738-2280,Baker-Simmons Apartments,84,1162403.567,1898857.889,-87.67915413,41.87812559,"(-87.6791541271, 41.8781255904)"
Belmont Cragin,19,Senior,Senior Suites of Kelvyn Park,2715 N. Cicero Ave.,60639,773-252-0333,Senior Lifestyle Corp.,85,1143963.795,1917674.647,-87.74638854,41.93012657,"(-87.7463885389, 41.9301265688)"
Rogers Park,1,Senior,Morse Senior Apts.,6928 N. Wayne Ave.,60626,312-602-6207,Morse Urban Dev.,44,1165843.898,1946058.513,-87.66517114,42.00757377,"(-87.6651711448, 42.0075737709)"
Garfield Ridge,56,Senior,Senior Suites of Garfield Ridge,5839 S. Harlem Ave.,60638,773-229-1533,Senior Lifestyle Corp.,87,1129403.745,1864822.912,-87.801098,41.78535412,"(-87.8010979955, 41.7853541249)"
Oakland,36,Multifamily,"Oakwood Shrs 1A, 1B, 2A, 2B1 (scattered sites)",3859 S. Vincennes Ave.,60653,773-373-1300,The Community Builders,534,1180730.096,1879250.693,-87.61246844,41.8239192,"(-87.6124684434, 41.8239192007)"
Lower West Side,31,Multifamily,Casa Morelos,2015 S. Morgan St.,60608,312-666-1323,The Resurrection Project,4,1170049.336,1890417.784,-87.65132697,41.85480194,"(-87.6513269744, 41.8548019389)"
Englewood,68,Supportive/Veterans,Hope Manor II Apts.,6002 S. Halsted St.,60621,773-874-3610,Voluinteers of America Illinois,73,1171959.565,1864993.894,-87.64506314,41.78499449,"(-87.6450631449, 41.7849944939)"
Uptown,3,ARO,811 Uptown,811 W. Agatite Ave.,60640,312-402-7784,RL Accelerated,22,1169980.753,1929712.369,-87.65043043,41.96263002,"(-87.650430429, 41.962630019)"
West Pullman ,53,Senior,All Saints Senior Residence,11701 S. State St.,60628,312-655-7440,Catholic Charities Housing Devp.,42,1178389.496,1827364.136,-87.62262763,41.6815901,"(-87.6226276337, 41.6815900986)"
Englewood,68,Supportive Housing,Englewood Apts.,901 W. 63rd Street,60621,773-994-3199,Mercy Housing,45,1171373.661,1863023.368,-87.64726896,41.77959999,"(-87.6472689598, 41.7795999913)"
Lincoln Square,4,ARO,Ravenswood Terrace,1801-15 W. Argyle St.,60640,773-444-8733,Kass Management,15,1163292.382,1933204.703,-87.67492225,41.97235677,"(-87.6749222533, 41.9723567701)"
Washington Park,40,People with Disabilities,Urbanite Apartments,5441 S. Michigan Ave.,60615,773-285-3341,Assoc. of Chicago Day School,85,1178127.358,1868790.595,-87.62233438,41.7952753,"(-87.6223343775, 41.7952753031)"
Uptown,3,Multifamily,Sunnyside Kenmore Apts.,847-49 W. Sunnyside Ave.,60640,773-769-3116,"Metroplex, Inc.",83,1169606.678,1930039.336,-87.65179619,41.9635354,"(-87.6517961908, 41.9635353994)"
Lakeview ,6,ARO,927 W. Irving,927 W. Irving Park Rd.,60613,773-665-0103,DLG Management,1,1169246.126,1926706.623,-87.65321906,41.95439818,"(-87.6532190636, 41.9543981834)"
North Lawndale,29,Supportive/Youth/Kinship Families,Sankofa House,4041 W. Roosevelt Road,60624,773-257-8800,Interfaith Housing Corp.,32,1149479.823,1894358.781,-87.72672414,41.86604003,"(-87.7267241437, 41.8660400256)"
West Town,24,Senior,North & Talman Elderly Apts.,1600 N. Talman Ave.,60647,773-486-7410,Hispanic Housing Dev. Corp.,24,1158416.973,1910568.81,-87.69347132,41.91034383,"(-87.6934713169, 41.9103438337)"
North Lawndale,29,Supportive/HIV/AIDS,Hope House,1251 S. Sawyer Ave.,60623,773-935-4663,"AIDSCare, Inc.",80,1154939.023,1893956.68,-87.70669366,41.86482901,"(-87.7066936632, 41.8648290106)"
Washington Park,40,Multifamily,Harriett Tubman Apts.,5751-59 S. Michigan Ave.,60637,773-752-9760,Brand New Beginnings Inc.,65,1178184.05,1866708.816,-87.62218963,41.78956141,"(-87.6221896343, 41.7895614137)"
North Park,13,Senior,North Park Village Apts.,5801 N. Pulaski Road,60646,773-478-6890,Elderly Housing Devp. & Operations Corp.,137,1148723.501,1938044.237,-87.72836921,41.98593151,"(-87.72836921, 41.9859315142)"
Washington Park,40,Multifamily,St. Edmund's Oasis,215 E. 61st St.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,5,1178814.52,1864578.625,-87.61994272,41.78370163,"(-87.6199427242, 41.7837016281)"
West Lawn,65,Seniors,Senior Suites of Midway Village,6800 S. Keating Ave.,60629,888-339-2315,Senior Lifestyle Corp.,89,1145974.074,1859144.924,-87.74048606,41.76947523,"(-87.740486055, 41.7694752347)"
Uptown,3,Senior,Kenmore Senior Housing,5040 N. Kenmore Ave.,60640,773-769-3006,The Habitat Co.,98,1168292.832,1934023.29,-87.65651102,41.97449607,"(-87.6565110221, 41.9744960685)"
Near North Side,8,ARO,Atrium at Old Town Park,300 W. Hill St.,60610,312-642-8707,Omni Group,41,1174106.104,1907721.573,-87.63592092,41.90219524,"(-87.6359209164, 41.9021952433)"
North Lawndale,29,Multifamily,Park Douglas,1254-56 S. Fairfiled Ave.,60608,773-893-4800,Interstate Realty Management Co.,7,1158194.723,1894001.251,-87.69474071,41.86488549,"(-87.6947407139, 41.8648854853)"
West Town,24,Multifamily,Paseo Boricua Apts.,1154 N. Campbell St.,60622,312-602-6500,Hispanic Housing Dev. Corp.,61,1159482.293,1907856.105,-87.68963252,41.90287808,"(-87.6896325219, 41.902878079)"
Rogers Park,1,Senior,Wayne Senior Housing,6928 N. Wayne Ave.,60626,773-274-0177,CIG Management,119,1165843.898,1946058.513,-87.66517114,42.00757377,"(-87.6651711448, 42.0075737709)"
Near North Side,8,Multifamily,Parkside of Old Town IIB,459 W. Division St.,60622,312=944-8500,Holsten Real Estate Dev. Corp.,94,1172865.271,1908241.237,-87.64046322,41.90364882,"(-87.6404632193, 41.9036488171)"
Uptown,3,Multifamily,Magnolia Court Apts.,4878 N. Magnolia Ave.,60640,773-878-2186,"Park, Inc.",60,1167014.087,1932819.273,-87.66124806,41.97121983,"(-87.6612480605, 41.9712198343)"
Humboldt Park,23,Disabled/Homeless,West Humboldt Place,3543 W. Chicago Ave.,60651,773-826-1230,Childrens Place Association,13,1152439.724,1905064.22,-87.71557516,41.89535898,"(-87.7155751576, 41.8953589753)"
North Lawndale,29,Supportive Housing,Independence Apts.,927 S. Independence Blvd.,60624,773-549-8300,Realty & Mortgage Co.,58,1151446.075,1895529.682,-87.71947509,41.86921476,"(-87.7194750917, 41.8692147569)"
Woodlawn ,42,Multifamily,The Grant at Woodlawn Pk Phase I,6227-29 S. Cottage Grove Ave.,60637,312-283-0030,Preservation Housing Management LLC,67,1182676.847,1863775.147,-87.60580712,41.781408,"(-87.6058071228, 41.7814080037)"
Grand Boulevard,38,Multifamily,Hearts United III-The Leontyne (scattered sites),4340-2 S. Champlain St.,60653,773-924-2100,Bonheur Realty Services Corp.,53,1181273.656,1876588.698,-87.61055648,41.81660195,"(-87.6105564793, 41.8166019546)"
Near South Side,33,Senior,Senior Suites of Central Station,1400 S. Indiana Ave.,60605,312-913-9333,Senior Lifestyle Corp.,276,1177842.094,1893842.68,-87.62262043,41.86402666,"(-87.622620427, 41.8640266649)"
Austin,25,Multifamily,Pine Central,557 N. Pine Ave.,60644,773-568-1020,NHS Redevelopment Corp.,78,1139471.896,1903210.835,-87.76324864,41.8905194,"(-87.7632486365, 41.8905193977)"
Uptown,3,ARO,4801 N. Ravenswood Ave.,4801 N. Ravenswood Ave.,60640,773-929-7050,Hayes Properties Inc.,4,1163544.414,1931973.688,-87.67403032,41.9689735,"(-87.6740303236, 41.9689734978)"
Englewood,68,Senior,Sangamon Terrace,6415 S. Sangamon St.,60621,312-234-9400,Evergreen Real Estate Services,34,1171120.288,1862217.205,-87.6482214,41.77739333,"(-87.6482214016, 41.7773933302)"
Austin,25,Supportive/Teenage Moms,Home for New Moms,5327 W. Chicago Ave.,60651,773-610-7696,"New Moms, Inc.",40,1140544.652,1904774.781,-87.75927048,41.89479143,"(-87.7592704828, 41.8947914314)"
Grand Boulevard,38,Multifamily,Geneva Gables,4420-24 S. Michigan Ave.,60653,773-924-7700,Tri-Mart Management Co. ,65,1177858.686,1875634.197,-87.62311222,41.81406086,"(-87.6231122243, 41.8140608614)"
Grand Boulevard,38,Multifamily,Legends South - Mahalia Place,116 E. 43rd St.,60653,773-285-9500,Interstate Realty Management Co.,110,1178081.875,1876584.156,-87.62226472,41.81666257,"(-87.6222647175, 41.816662565)"
North Lawndale,29,Senior,Roosevelt Towers,3440 W. Roosevelt Road,60624,773-265-6961,"East Lake Management Group, Inc.",104,1153440.124,1894532.775,-87.71218086,41.86643977,"(-87.7121808603, 41.8664397713)"
Logan Square,22,Multifamily,Zapata Apts.,3503 W. Armitage Ave,60647,773-227-6332,Bickerdike Apartments,12,1152897.634,1913030.193,-87.71368201,41.91720928,"(-87.713682006, 41.9172092811)"
West Ridge,2,ARO,"5822 North Western, LLC",5822 N. Western Ave.,60659,773-572-2755,Chicago Apartment Finders,2,1159227.225,1938700.509,-87.68971871,41.98752226,"(-87.6897187055, 41.9875222634)"
Belmont Cragin,19,Senior,Senior Suites of Belmont-Cragin,6045 W. Grand Ave.,60639,773-237-1333,Senior Lifestyle Corp.,86,1135526.174,1914216.383,-87.77747755,41.92079101,"(-87.7774775508, 41.9207910105)"
Douglas,35,ARO,Unity Hall,3138-40 S. Indiana Ave.,60616,312-929-2608,TRB properties,2,1178081.304,1884060.021,-87.62203977,41.83717695,"(-87.6220397684, 41.8371769457)"
Portage Park,15,ARO,4015 Narragansett LLC,4015-23 N. Narragansett Ave.,60634,708-867-3799,Zidan Management Group,2,1133012.825,1926100.104,-87.78643375,41.95344562,"(-87.7864337467, 41.9534456208)"
Hegewisch,55,Senior,Senior Suites of Hegewisch,13550 S. Avenue O,60633,773-646-1333 ,Senior Lifestyle Corp.,116,1201038.059,1815487.733,-87.54012317,41.64845741,"(-87.540123166, 41.6484574114)"
Woodlawn,42,Multifamily,Eddie Mae & Alex Johnson Apts.,6230 S. Dorchester Ave.,60637,773-288-4202,Woodlawn East Community,84,1186573.262,1863816.865,-87.59152085,41.78143113,"(-87.5915208532, 41.7814311307)"
North Lawndale,29,Multifamily,Dicksons Estates Apts.,1129 S. Sacramento Ave.,60612,773-638-0386,Dickson Estates Apartments,48,1156574.009,1894894.51,-87.70066623,41.86736961,"(-87.7006662254, 41.8673696101)"
Woodlawn,42,Senior,Butler Apts.,6146 S. Kenwood Ave.,60637,773-955-9290,Woodlawn Comm. Dev. Corp.,17,1186094.259,1864312.843,-87.59326131,41.78280346,"(-87.5932613147, 41.7828034603)"
Auburn Gresham,71,Senior,Senior Suites of Auburn-Gresham,1050 W. 79th St.,60620,773-723-0333,Senior Lifestyle Corp.,85,1170460.901,1852465.795,-87.65092232,41.75064862,"(-87.6509223206, 41.7506486193)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,526 N. Troy St.,60624,773-227-6332,Bickerdike Apts.,6,1155237.959,1903558.991,-87.70533834,41.89117274,"(-87.7053383382, 41.8911727354)"
West Ridge,2,ARO,Joy Plaza Residences,6411 N. Rockwell Ave.,60645,224-534-9361,Devon NJ LLC,3,1157863.159,1942516.737,-87.69463113,41.99802217,"(-87.6946311267, 41.9980221693)"
