Longitude,Latitude,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT,CAPFUND_AMNT_PREV_YR,ROSS_AMNT,FSS_AMNT,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX
-92.363299,45.313717,1789,WI019,Amery Housing Authority,7152682500,7152687700,aha@ameryhousing.org,7152682500,7152687700,tforrest@ameryhousing.org,High Performer,SMALL (50-99),40,VERY SMALL (0-49),SMALL (50-99),31-Dec,Combined,51,51,51,47,29,76,83.51999664,4,91,77,100,30511,46851,54403,52891,0,0,266,261,46,21.47999954,25.19000053,98.69999695,12692,55,Polk,95,961000,2,2021
-92.362154,45.877512,769,WI242,Burnett County Housing Authority,7158668231,7158664935,suebcha@yahoo.com,7158668231,7158664935,suebcha@yahoo.com,Standard Performer,VERY SMALL (0-49),33,VERY SMALL (0-49),SMALL (50-99),30-Jun,Combined,32,32,32,31,17,48,73.83999634,1,65,46,95.83000183,37093,36681,37641,36382,0,0,284,290,32,21.43000031,17.86000061,97.83000183,12888,55,Burnett,13,970400,3,3089
-92.335457,38.956554,2050,MO007,"Housing Authority of the City of Columbia, MO",5734432556,5734430051,psteinhaus@columbiaha.com,5734432556,5734430051,psteinhaus@columbiaha.com,High Performer,MEDIUM LOW (100-299),1205,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",31-Dec,Combined,210,205,210,148,1384,1532,100,57,1410,1584,100,875830,1899370,420160,906644,0,0,585,662,1611,9.07999992,17.80999947,99.62000275,11046,29,Boone,19,2100,2,2021
-92.333858,38.960229,2049,MO198,Boone County Public Housing Agency,5737775239,5737775220,mandy-dyer@showmeaction.org,5734438706,5738752689,Darin-Preis@showmeaction.org,,,411,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Sep,Section 8,0,0,0,0,275,275,66.91000366,0,411,277,100,0,0,0,0,0,0,489,442,356,7.32000017,13.02999973,100,9938,29,Boone,19,2100,2,2008
-92.333557,42.499262,2887,IA050,Waterloo Housing Authority,3192330201,3192914288,julie.dawson@waterloo-ia.org,3192330201,3192914288,julie.dawson@waterloo-ia.org,High Performer,SMALL (50-99),1056,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,50,50,50,50,1000,1050,94.94000244,0,1106,1042,99.23000336,18169,22218,47086,47075,0,0,464,444,1219,8.96000004,19.28000069,100,10572,19,Black Hawk,13,100,2,2031
-92.305038,40.997778,2036,IA124,Area XV Multi-County Housing Agency,6419375222,6419376624,areaxv@pcsia.net,6419375222,6419376624,tpeden@areaxvhousing.org,Standard Performer,SMALL (50-99),422,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Dec,Combined,84,84,84,80,341,421,83.19999695,4,506,430,100,180618,203414,99112,95132,0,0,371,359,236,18.10000038,20.61000061,99.30000305,9939,19,Wapello,179,961100,1,1044
-92.296703,30.006578,1796,LA026,Housing Authority of Kaplan,3376437425,3376437706,kap00444@kaplantel.net,3376437425,3376437706,kap00444@kaplantel.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),30-Jun,Low-Rent,86,86,86,83,0,83,96.51999664,2,86,83,100,148846,160878,120120,110524,0,0,270,272,80,14.65999985,9.42000008,95.18000031,13644,22,Vermilion,113,950400,2,2018
-92.287883,44.948954,1991,WI059,Woodville Housing Authority,7156982487,7156982043,,7156982487,7156982043,wdvlhous@baldwin-telecom.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Jun,Low-Rent,26,26,26,25,0,25,96.15000153,1,26,25,100,13883,16649,21914,21908,0,0,119,124,0,71.43000031,21.43000031,100,13464,55,St. Croix,109,120800,3,3024
-92.28369,30.694209,1402,LA182,Evangeline Parish Police Jury,3373635653,3373635734,eppjsec8@yahoo.com,3373635653,3373635734,eppjsec8@yahoo.com,,,123,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Section 8,0,0,0,0,110,110,89.44000244,0,123,116,100,0,0,0,0,0,0,445,427,171,5.13999987,11.25,99.13999939,9800,22,Evangeline,39,950500,2,2022
-92.282222,42.474462,2843,IA038,Evansdale Municipal Housing Authority,3192340385,3192355637,ed@evansdalehousing.com,3192340385,3192355637,ed@evansdalehousing.com,High Performer,VERY SMALL (0-49),126,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Jun,Combined,34,34,34,32,126,158,98.75,2,160,156,98.73999786,61986,65731,0,46444,0,0,427,453,141,12.77000046,18.69000053,100,12423,19,Black Hawk,13,2000,3,3010
-92.281962,30.697777,1408,LA030,Housing Authority of Ville Platte,3373632535,3373637783,grant@vphousing.com,3373632535,3373637787,grant@vphousing.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),30-Jun,Low-Rent,218,217,218,210,0,210,96.77999878,6,217,210,100,602084,650953,307675,283140,0,0,361,372,275,6.59000015,5.6500001,96.66999817,9036,22,Evangeline,39,950500,1,1015
-92.279652,30.690478,1680,LA192,Ville Platte City,3373633725,3373631121,shountilez@yahoo.com,3373632939,,vanflexius@outlook.com,,,152,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Jun,Section 8,0,0,0,0,129,129,84.87000275,0,152,129,100,0,0,0,0,0,0,435,447,149,11.25,13.75,100,8822,22,Evangeline,39,950600,2,2007
-92.276521,34.748915,1759,AR004,Housing Authority of the City of Little Rock,5013404821,5013404845,rforte@mhapha.org,5013404833,5013404845,rforte@mhapha.org,High Performer,MEDIUM HIGH (300-999),2262,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",31-Dec,Combined,1081,1077,868,717,1881,2598,83.08000183,147,3127,2580,99.30999756,1972819,2109363,1333716,1298952,0,0,555,540,2730,7.55000019,21.57999992,99.56999969,9633,5,Pulaski,119,4400,2,2072
-92.275666,34.756586,1924,AR002,North Little Rock Housing Authority,5017588911,5017586087,belinda.snow@nlrha.org,5017588911,5017586087,belinda.snow@nlrha.org,High Performer,"LARGE (1,000-4,999)",1392,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,1065,1011,1023,901,1280,2181,90.76000214,108,2403,2104,96.47000122,3018572,3474659,1345796,1314225,0,0,480,479,1950,9.81999969,21.29000092,99.80999756,9294,5,Pulaski,119,2500,1,1116
-92.2751,34.747735,2271,AR252,Pulaski County Housing Agency,5013408230,5013408951,flove@pulaskicounty.net,5013406157,5013408951,flove@pulaskicounty.net,,,325,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Dec,Section 8,0,0,0,0,318,318,97.86000061,0,325,335,100,0,0,0,0,0,0,594,552,550,2.9000001,10.14000034,97.30999756,12000,5,Pulaski,119,4400,1,1038
-92.269874,30.248247,1398,LA028,Housing Authority of Rayne,3373343084,3373340838,chriscs@att.net,3183343084,3183340838,rayneha@att.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),30-Sep,Low-Rent,200,200,200,191,0,191,95.5,6,200,191,100,360009,435495,235479,230212,0,0,260,289,107,18.45000076,12.02999973,80.62999725,15000,22,Acadia,1,960700,1,1021
-92.266828,30.236054,1640,LA174,Rayne City,3373343121,3373346607,la174@rayne.org,3373346682,3373346607,la174@rayne.org,,,93,SMALL (50-99),SMALL (50-99),30-Sep,Section 8,0,0,0,0,83,83,89.25,0,93,94,100,0,0,0,0,0,0,454,402,92,13.89000034,13.89000034,98.94000244,9060,22,Acadia,1,960600,3,3065
-92.263588,37.129001,1434,MO060,Housing Authority of the City of Mountain Grove,4179263142,4179263143,bfmgha@yahoo.com,4179263142,4179263143,bfmgha@yahoo.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),30-Sep,Low-Rent,136,135,135,133,0,133,98.51999664,2,135,133,100,212306,244466,149390,144388,0,0,227,255,80,15.02000046,16.30999947,100,9810,29,Wright,229,490400,5,5016
-92.226102,31.897691,1917,LA124,Housing Authority of the Town of Olla,3184955996,3184955881,ollaha@aim.com,3184955996,3184955881,ollaha@aim.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Jun,Low-Rent,45,45,45,43,0,43,95.55999756,2,45,43,100,86990,101437,62085,58142,0,0,289,296,30,21.69000053,7.23000002,100,9744,22,La Salle,59,970100,1,1125
-92.206376,30.39986,1981,LA032,Housing Authority of the Town of Church Point,3376842195,3376843233,cphousing@worldnet.att.net,3376842195,3376843233,cphousing@att.net,Substandard Financial,MEDIUM LOW (100-299),88,SMALL (50-99),MEDIUM LOW (100-299),30-Jun,Combined,123,123,123,114,76,190,90.05000305,9,211,178,93.68000031,292313,340535,138772,137132,0,0,343,343,208,8.97999954,5.44000006,97.19000244,9036,22,Acadia,1,960100,5,5012
-92.193807,38.571671,2048,MO009,Housing Authority of the City of Jefferson,5736356163,5736359680,Cynthia@jchamo.org,5736356163,5736359680,Cynthia@jchamo.org,Standard Performer,MEDIUM HIGH (300-999),231,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),31-Mar,Combined,336,319,319,298,191,489,88.91000366,11,550,481,98.37000275,901934,967043,490321,478899,0,0,440,449,595,5.01999998,15.67000008,99.37999725,8820,29,Cole,51,10600,3,3010
-92.191587,30.948673,2007,LA062,Housing Authority of the Town of Bunkie,3183466838,3183466844,mwilliber@yahoo.com,3183466838,3183466844,mwilliber@yahoo.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),31-Dec,Low-Rent,106,106,106,96,0,96,90.55999756,6,106,94,97.91000366,184233,219335,135003,125204,0,0,277,284,83,18.80999947,12.38000011,96.80999756,11652,22,Avoyelles,9,30600,3,3032
-92.183821,33.964484,3561,AR111,Housing Authority of the City of Rison,8703257420,8703257060,risonpha@yahoo.com,8703257420,8703257060,risonpha@yahoo.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Sep,Low-Rent,36,34,34,26,0,26,76.47000122,0,34,26,100,67827,81705,42681,40483,0,0,354,299,21,18.37000084,14.28999996,100,9322,5,Cleveland,25,970100,2,2064
-92.180449,30.240272,1937,LA130,Housing Authority of Duson,3378734016,3378730160,kathy.areceneaux@yahoo.com,3376546347,3378730160,kathy.arceneaux@yahoo.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Mar,Low-Rent,30,30,30,0,0,0,0,0,0,0,-4,92068,105459,35060,33418,0,0,-4,-4,-4,-4,-4,-4,-4,22,Lafayette,55,2001,1,1040
-92.177158,40.466401,2998,MO146,Housing Authority of the City of Memphis,6604652261,6604652719,mha@nemr.net,6604652261,6604652719,mha@nemr.net,Substandard Financial,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Dec,Low-Rent,44,44,44,44,0,44,100,0,44,44,100,82985,94103,50847,49202,0,0,253,271,11,41.18000031,13.23999977,86.36000061,15402,29,Scotland,199,480200,2,2022
-92.173599,40.458621,2997,MO200,Scotland County Public Housing Agency,6604657281,6604657163,olevariney@nemorpc.org,6604657281,6604657163,olevariney@nemorpc.org,,,329,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Dec,Section 8,0,0,0,0,277,277,84.19999695,0,329,267,96.38999939,0,0,0,0,0,0,394,342,166,17.40999985,14.64999962,99.62999725,9060,29,Scotland,199,480200,1,1013
-92.138637,31.679682,1710,LA142,Housing Authority of Jena,3189926413,3189926449,jenahousing@gmail.com,3189926413,3189926449,jenahousing@gmail.com,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),30-Jun,Low-Rent,50,50,50,50,0,50,100,0,50,50,100,101308,112090,63901,59936,0,0,275,287,39,17.43000031,11.93000031,94,9060,22,La Salle,59,970200,4,4031
-92.12601,32.500627,704,LA186,West Monroe Housing Authority,3186990575,3183236127,Section8@westmonroe.la.gov,3186990575,3183236127,krushing@westmonroe.la.gov,,,463,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,306,306,66.08999634,0,463,325,100,0,0,0,0,0,0,521,444,313,10.93999958,23.42000008,100,9716,22,Ouachita,73,11100,2,2029
-92.12457,29.978879,1890,LA034,Housing Authority of the City of Abbeville,3378934643,3378936434,abbha@bellsouth.net,3378934643,3378936434,abbha@bellsouth.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),30-Jun,Low-Rent,156,156,156,156,0,156,100,0,156,156,100,398866,421815,205448,188760,0,0,323,330,118,13.64999962,14.32999992,98.72000122,9036,22,Vermilion,113,950800,1,1005
-92.115829,32.501775,1492,LA006,Housing Authority of Monroe,3183881500,3183291398,wilcoxf@monroeha.com,3183291364,3183291398,wilcoxf@monroeha.com,High Performer,"LARGE (1,000-4,999)",1558,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,1538,1519,1521,1471,1542,3013,98.05000305,38,3073,2869,95.22000122,3796943,4140836,2370471,2241071,0,0,392,420,3619,9.72000027,14.17000008,97.94000244,10119,22,Ouachita,73,10800,1,1166
-92.104623,32.522779,1491,LA171,Ouachita Parish Police Jury,3183271340,3183271397,dbennett@oppj.org,3183271395,3183271487,dbennett@oppj.org,,,547,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Dec,Section 8,0,0,0,0,453,453,82.80999756,0,547,558,100,0,0,0,0,0,0,666,591,819,7.13999987,8.31000042,99.81999969,10836,22,Ouachita,73,1700,1,1066
-92.098755,34.896244,1801,AR170,Jacksonville Housing Authority,5019820741,5019828597,director@jvillehousing.org,5019822267,5019828597,director@jvillehousing.org,High Performer,MEDIUM LOW (100-299),362,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,100,100,100,97,317,414,89.61000061,3,462,402,97.09999847,201003,229962,131002,128705,0,0,537,522,550,6.67999983,14.93000031,99.25,9642,5,Pulaski,119,3609,1,1017
-92.097033,46.790585,3149,MN003,"HRA of DULUTH, MINNESOTA",2185296300,2185296344,info@duluthhousing.com,2185296341,2185296304,jkeppers@duluthhousing.com,Standard Performer,"LARGE (1,000-4,999)",1477,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Sep,Combined,1365,1365,1153,1113,1488,2601,98.90000153,39,2630,2557,98.30999756,2174311,2508421,1616634,1675549,0,0,431,431,1729,9.14999962,24.11000061,99.01999664,10032,27,St. Louis,137,1900,1,1002
-92.095569,46.729244,700,WI001,Housing Authority of the City of Superior,7153946601,7153943512,Laura@superiorhousing.org,7153946601,7153943512,Laura@superiorhousing.org,High Performer,MEDIUM HIGH (300-999),169,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),31-Dec,Combined,465,465,465,451,109,560,88.33000183,14,634,560,100,758032,836029,710789,687788,0,0,302,317,325,15.32999992,15.63000011,97.68000031,12613,55,Douglas,31,21100,3,3012
-92.093254,32.076651,2058,LA125,Housing Authority of the Parish of Caldwell,3186495022,3186490686,cpha@bellsouth.net,3186495022,3186490686,cpha@bellsouth.net,Standard Performer,MEDIUM LOW (100-299),114,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Mar,Combined,116,116,116,113,82,195,84.77999878,3,230,202,100,353683,391736,149345,134974,0,0,444,432,197,14.97999954,10.56999969,99.01000214,9060,22,Caldwell,21,200,3,3076
-92.087664,37.116678,1441,MO209,Housing Authority of the City of Cabool,4179623050,4179629331,caboolha@centurytel.net,4179623050,4179629331,caboolhousing@gmail.com,Standard Performer,VERY SMALL (0-49),46,VERY SMALL (0-49),SMALL (50-99),30-Sep,Combined,36,36,36,36,35,71,86.58000183,0,82,72,100,112871,122410,41643,41581,0,0,372,399,81,5.51999998,14.92000008,100,9108,29,Texas,215,480400,5,5102
-92.076678,33.609719,3531,AR082,Warren Housing Authority,8702262600,8702267100,warrenha@sbcglobal.net,8702262600,8702267100,warrenha@sbcglobal.net,High Performer,MEDIUM LOW (100-299),67,SMALL (50-99),MEDIUM LOW (100-299),31-Dec,Combined,171,171,171,167,47,214,89.91000366,4,238,215,100,282081,297956,203084,192140,0,0,262,264,170,11.01000023,14.98999977,98.59999847,11508,5,Bradley,11,950300,1,1003
-92.07425,30.528038,1639,LA055,Housing Authority of City of Opelousas,3379425693,3379421334,ohaed@opelousashousing.com,3379425693,3379421334,ohaed@opelousashousing.com,Standard Performer,MEDIUM HIGH (300-999),0,VERY SMALL (0-49),MEDIUM HIGH (300-999),30-Jun,Low-Rent,690,690,690,660,0,660,95.65000153,29,690,664,100,2016569,2295901,954471,986300,0,0,375,410,825,8.06999969,10.89999962,95.93000031,8820,22,St. Landry,97,961400,5,5020
-92.066068,31.127146,2061,LA132,Avoyelles Parish Police Jury,3182537505,3182536607,housing@avoypj.org,3182537505,3182539218,housing@avoypj.org,,,140,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Section 8,0,0,0,0,124,124,88.56999969,0,140,129,100,0,0,0,0,0,0,466,438,218,5.46999979,13.53999996,100,9697,22,Avoyelles,9,30400,3,3019
-92.062069,30.618417,1426,LA067,Housing Authority of the Parish of St. Landry,3378263686,3378267207,stlped@charter.net,3378267207,3378267207,stlped@charter.net,Standard Performer,MEDIUM LOW (100-299),721,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,146,146,146,133,558,691,79.69999695,8,867,702,100,418058,447525,160900,153104,0,0,435,412,1033,6.92000008,11.76000023,99.56999969,9570,22,St. Landry,97,960200,1,1027
-92.059462,30.980895,2008,LA071,Housing Authority of the Town of Cottonport,3188763457,3188763728,cporth2002@yahoo.com,3188763457,3188763728,cporth2002@yahoo.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),30-Jun,Low-Rent,60,60,60,59,0,59,98.33999634,0,60,59,100,87007,107492,74935,70327,0,0,229,251,47,12.06999969,17.23999977,98.30999756,9036,22,Avoyelles,9,30700,2,2021
-92.057515,31.123539,2025,LA038,Housing Authority of the Town of Marksville,3182539256,3182539610,phamark@bellsouth.net,3182538475,3182539256,phamark@bellsouth.net,Substandard Physical,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),30-Jun,Low-Rent,169,169,168,160,0,160,95.23999786,6,168,160,100,370907,395287,237064,214538,0,0,317,308,151,6.44000006,14.10999966,96.25,9972,22,Avoyelles,9,30400,1,1005
-92.032657,29.963469,1939,LA047,Housing Authority of the Town of Erath,3379375128,3379378399,julia_eha@cox-internet.com,3379375128,3373378399,julia_eha@cox-internet.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Dec,Low-Rent,58,58,58,57,0,57,98.26999664,1,58,51,89.48000336,104652,111131,74920,68777,0,0,263,441,31,15,14,96.08000183,9060,22,Vermilion,113,951001,3,3039
-92.032081,44.382212,3622,MN197,SOUTHEAST MN MULTI-COUNTY HRA,6515652638,6515653836,semmchra@wabasha.net,6515652638,6515653836,jwheeler@semmchra.org,Standard Performer,MEDIUM LOW (100-299),387,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Dec,Combined,110,110,110,106,319,425,85.51000214,4,497,414,97.41000366,157684,177085,125714,117434,0,0,429,440,385,12.28999996,15.47000027,98.79000092,11838,27,Wabasha,157,490100,3,3060
-92.028384,45.53395,1658,WI052,Housing Authority of the City of Cumberland,7158222005,7158228324,cumbha@centurytel.net,7158222005,7158228324,cumbha@centurytel.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Dec,Low-Rent,27,27,27,26,0,26,96.29000092,1,27,26,100,21559,29702,22918,23935,0,0,143,172,0,75.86000061,13.78999996,96.15000153,15805,55,Barron,5,200,2,2095
-92.020576,34.945287,1873,AR219,Cabot Public Housing Agency,5018436131,5018436396,cphagency@aol.com,5018436131,5018436396,cphagency@aol.com,,,299,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Section 8,0,0,0,0,296,296,98.98999786,0,299,304,100,0,0,0,0,0,0,470,437,169,22.87000084,22.12000084,99.66999817,12428,5,Lonoke,85,20206,1,1000
-91.995348,29.945795,1944,LA065,Housing Authority of the Town of Delcambre,3376854455,3376856132,kap00836@delcambre.net,3376854455,3376856132,dha4455@delcambre.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Mar,Low-Rent,56,56,56,41,0,41,73.20999908,1,56,41,100,106662,111830,81912,69917,0,0,383,379,41,14.43000031,17.53000069,97.55999756,10872,22,Vermilion,113,951002,3,3017
-91.993741,30.222282,669,LA005,Housing Authority of the City of Lafayette,3377041327,3375939942,,3372331327,3375939942,Yvonda@thelha.com,Troubled Performer,MEDIUM HIGH (300-999),1834,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Sep,Combined,572,571,572,555,1547,2102,87.40000153,7,2405,2104,100,1558415,1762667,667522,639708,0,0,504,499,2587,7.57999992,13.84000015,99.51999664,9060,22,Lafayette,55,1300,3,3018
-91.98974,30.103381,1428,LA100,Housing Authority of the Town of Youngsville,3378564534,3378560052,kathy@pha.glacoxmail.com,3378564534,3378560052,kathy@pha.glacoxmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Sep,Low-Rent,20,20,20,20,0,20,100,0,20,19,95,32653,33039,20592,20017,0,0,222,233,15,29.27000046,4.88000011,100,14722,22,Lafayette,55,1410,1,1046
-91.978151,34.211021,3569,AR017,Housing Authority of the City of Pine Bluff,8705362074,8705363833,pbha_epp@yahoo.com,8705362074,8705363833,pbha_epp@yahoo.com,High Performer,MEDIUM LOW (100-299),804,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",31-Mar,Combined,273,270,273,224,628,852,79.31999969,44,1074,855,100,657054,741963,363577,381596,0,0,470,433,981,6.28999996,16.27000046,98.48000336,10244,5,Jefferson,69,1901,1,1110
-91.960872,37.324776,1546,MO040,Housing Authority of the City of Houston,4179673394,4179679655,houstonpha@gmail.com,4179673394,,houstonpha@gmail.com,Standard Performer,SMALL (50-99),83,SMALL (50-99),MEDIUM LOW (100-299),31-Dec,Combined,70,63,63,63,44,107,73.29000092,0,146,109,100,136956,139728,68932,67015,0,0,390,377,72,18,19,99.08000183,11727,29,Texas,215,480300,6,6041
-91.956035,38.845408,1706,MO014,Housing Authority of the City of Fulton,5736427611,5736424260,ajohnson@fhamo.org,5736427611,5736424260,ajohnson@fhamo.org,Standard Performer,MEDIUM LOW (100-299),110,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),31-Mar,Combined,200,200,200,195,47,242,78.06999969,5,310,244,100,418325,508773,223375,218154,0,0,297,341,192,9.68000031,21.46999931,98.36000061,9878,29,Callaway,27,70400,1,1026
-91.927283,45.740299,1021,WI061,Housing Authority of the City of Shell Lake,7154682730,7154682761,shelllakehousing@centurytel.net,7154682730,7154682761,shelllakehousing@centurytel.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Jun,Low-Rent,30,29,29,29,0,29,100,0,29,29,100,17030,20746,26638,25815,0,0,125,134,0,83.87000275,16.12999916,100,14818,55,Washburn,129,950600,2,2079
-91.918056,44.871838,1771,WI004,Menomonie Housing Authority,7152350656,7152359746,,7152350656,7152359746,mhahud@menomoniehousing.org,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),30-Sep,Low-Rent,123,122,123,121,0,121,99.18000031,1,122,121,100,77177,113878,144652,135200,0,0,153,172,96,13.56000042,12.71000004,94.20999908,12582,55,Dunn,33,970800,3,3020
-91.912685,44.879677,1770,WI160,Dunn County Housing Authority,7152354511,7152359241,tjulylevra@wcap.org,7152354511,7152359241,tjulylevra@wcap.org,,,95,SMALL (50-99),SMALL (50-99),31-Mar,Section 8,0,0,0,0,69,69,72.62999725,0,95,62,89.86000061,0,0,0,0,0,0,437,501,73,7.42999983,12.84000015,100,11210,55,Dunn,33,970500,2,2038
-91.90405,32.779536,1664,LA258,Morehouse Parish Police Jury,3182830845,3182830835,reggiedir@bellsouth.net,3182830845,3182830835,reggiedir@bellsouth.net,,,158,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Section 8,0,0,0,0,116,116,73.41999817,0,158,119,100,0,0,0,0,0,0,398,408,176,5.36000013,9.77999973,100,11196,22,Morehouse,67,950500,2,2002
-91.903028,30.269989,1892,LA178,St. Martin Parish Police Jury,3373942246,3373326623,jtyler@stmartinparish.net,3373942246,,jtyler@stmartinparish.net,,,342,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Dec,Section 8,0,0,0,0,240,240,70.18000031,0,342,232,96.66999817,0,0,0,0,0,0,560,572,296,6.42000008,6.94999981,100,11046,22,St. Martin,99,20501,2,2020
-91.901876,30.263525,1893,LA059,Housing Authority of the City of Breaux Bridge,3373322808,3373326202,ros@bbha-059.com,3183322808,3183326202,ros@bbha-059.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),30-Sep,Low-Rent,98,98,98,93,0,93,94.88999939,1,98,93,100,228153,216859,120350,118759,0,0,312,321,97,11.81999969,7.26999998,100,9936,22,St. Martin,99,20501,3,3021
-91.89761,36.055854,3269,AR103,Housing Authority of the City of Melbourne,8703685200,8703685203,drwiles@wrrha.com,8703685200,8703685203,kblevins@wrrha.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Mar,Low-Rent,0,0,0,0,0,0,0,0,0,0,-4,85965,97376,60947,60932,0,0,-4,-4,-4,-4,-4,-4,-4,5,Izard,65,960200,2,2062
-91.888257,45.829262,1825,WI016,Spooner Housing Authority,7156352808,7156353357,shag@centurytel.net,7156352808,7156353357,shag@centurytel.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Mar,Low-Rent,40,40,40,40,0,40,100,0,40,40,100,16589,25983,40127,38866,0,0,118,135,0,76.73999786,23.26000023,100,14418,55,Washburn,129,950500,2,2071
-91.883423,36.058847,3268,AR197,White River Regional Housing Authority,8703685200,8703685203,kblevins@wrrha.com,8703685200,,kblevins@wrrha.com,High Performer,VERY SMALL (0-49),1654,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,0,0,0,0,1642,1642,99.26999664,0,1654,1800,100,244553,260714,106373,114607,0,0,490,447,1501,10.21000004,22.31999969,98.5,9060,5,Izard,65,960200,2,2151
